ticker,name_type,phi_63,phibar_63,status_book,n_advisers,crds,adviser_names,text_paths,coverage
DIHP,equity_longonly,0.9603,0.9802,active,3,107472;107621;106482,Dimensional Fund Advisors Ltd. | DFA Australia Limited | Dimensional Fund Advisors LP,adv_data/brochures/106482/text.txt,on_disk
DIVS,equity_longonly,0.9701,0.9844,active,2,159042;124465,"Penserra Capital Management, LLC | Guinness Atkinson Asset Management, Inc.",adv_data/brochures/159042/text.txt,on_disk
DUHP,equity_longonly,0.9799,0.9905,active,1,106482,Dimensional Fund Advisors LP,adv_data/brochures/106482/text.txt,on_disk
DVAL,equity_longonly,0.8003,0.9001,active,2,104517;110783,"Franklin Advisers, Inc. | Brandywine Global Investment Management, LLC",adv_data/brochures/104517/text.txt;adv_data/brochures/110783/text.txt,on_disk
DWEQ,equity_longonly,0.3836,0.6318,active,1,149782,"AdvisorShares Investments, LLC",,bulk_needed
FDV,equity_longonly,0.9256,0.9625,active,2,128611;128610,Federated Advisory Services Company | Federated Equity Management Company of Pennsylvania,adv_data/brochures/128611/text.txt,on_disk
FLLV,,0.938,0.9676,active,0,,,,no_crd
GBUY,equity_longonly,0.9282,0.9609,active,1,107738,"Goldman Sachs Asset Management, L.P.",adv_data/brochures/107738/text.txt,on_disk
GDIV,equity_longonly,0.8982,0.9478,active,2,113402;146990,"Harbor Capital Advisors, Inc. | Westfield Capital Management Company, L.P.",adv_data/brochures/146990/text.txt,on_disk
GDOC,equity_longonly,0.9348,0.968,active,1,107738,"Goldman Sachs Asset Management, L.P.",adv_data/brochures/107738/text.txt,on_disk
GREI,equity_longonly,0.9646,0.9805,active,1,107738,"Goldman Sachs Asset Management, L.P.",adv_data/brochures/107738/text.txt,on_disk
GSFP,equity_longonly,0.9568,0.9752,active,1,107738,"Goldman Sachs Asset Management, L.P.",adv_data/brochures/107738/text.txt,on_disk
GTEK,equity_longonly,0.9127,0.9558,active,1,107738,"Goldman Sachs Asset Management, L.P.",adv_data/brochures/107738/text.txt,on_disk
HDMV,equity_longonly,0.8276,0.908,active,2,107027;109552,"First Trust Advisors L.P. | Horizon Investments, LLC",adv_data/brochures/107027/text.txt;adv_data/brochures/109552/text.txt,on_disk
HELX,equity_longonly,0.9304,0.9654,active,1,104517,"Franklin Advisers, Inc.",adv_data/brochures/104517/text.txt,on_disk
HSMV,equity_longonly,0.8571,0.924,active,2,107027;109552,"First Trust Advisors L.P. | Horizon Investments, LLC",adv_data/brochures/107027/text.txt;adv_data/brochures/109552/text.txt,on_disk
HUSV,equity_longonly,0.7633,0.8716,active,2,107027;109552,"First Trust Advisors L.P. | Horizon Investments, LLC",adv_data/brochures/107027/text.txt;adv_data/brochures/109552/text.txt,on_disk
JEMA,equity_longonly,0.9708,0.9813,active,1,107038,J.P. Morgan Investment Management Inc.,adv_data/brochures/107038/text.txt,on_disk
JGRO,equity_longonly,0.9652,0.9833,active,1,107038,J.P. Morgan Investment Management Inc.,adv_data/brochures/107038/text.txt,on_disk
JIRE,equity_longonly,0.9753,0.9876,active,1,107038,J.P. Morgan Investment Management Inc.,adv_data/brochures/107038/text.txt,on_disk
JMEE,equity_longonly,0.9098,0.9531,active,1,107038,J.P. Morgan Investment Management Inc.,adv_data/brochures/107038/text.txt,on_disk
JPRE,equity_longonly,0.9322,0.9666,active,1,107038,J.P. Morgan Investment Management Inc.,adv_data/brochures/107038/text.txt,on_disk
JUSA,equity_longonly,0.9797,0.9899,active,1,107038,J.P. Morgan Investment Management Inc.,adv_data/brochures/107038/text.txt,on_disk
KEJI,equity_longonly,0.9342,0.9661,active,2,152807;146932,Mirae Asset Global Investments (Hong Kong) Limited | GLOBAL X MANAGEMENT COMPANY LLC,adv_data/brochures/152807/text.txt;adv_data/brochures/146932/text.txt,on_disk
LCTD,equity_longonly,0.9252,0.9613,active,2,105247;106843,BlackRock Fund Advisors | BlackRock International Limited,adv_data/brochures/105247/text.txt;adv_data/brochures/106843/text.txt,on_disk
LSAF,equity_longonly,0.5517,0.7706,active,2,N/A;153139,"Redwood Investment Management, LLC | Redwood Investment Management, LLC",adv_data/brochures/153139/text.txt,on_disk
LSAT,equity_longonly,0.7563,0.8727,active,2,N/A;153139,"Redwood Investment Management, LLC | Redwood Investment Management, LLC",adv_data/brochures/153139/text.txt,on_disk
MOTO,equity_longonly,0.9763,0.9852,active,2,124465;159042,"Guinness Atkinson Asset Management, Inc. | Penserra Capital Management, LLC",adv_data/brochures/159042/text.txt,on_disk
NDVG,equity_longonly,0.9855,0.9927,active,3,107157;155584;104626,"Teachers Advisors, LLC | Nuveen Asset Management, LLC | Nuveen Fund Advisors, LLC",adv_data/brochures/155584/text.txt,on_disk
NUGO,equity_longonly,0.9774,0.9889,active,3,107157;155584;104626,"Teachers Advisors, LLC | Nuveen Asset Management, LLC | Nuveen Fund Advisors, LLC",adv_data/brochures/155584/text.txt,on_disk
NVQ,equity_longonly,0.5513,0.7062,active,1,151197,"Exchange Traded Concepts, LLC",adv_data/brochures/151197/text.txt,on_disk
PSR,equity_longonly,0.9134,0.9329,active,2,125601;105360,"Invesco Capital Management LLC | Invesco Advisers, Inc.",adv_data/brochures/125601/text.txt;adv_data/brochures/105360/text.txt,on_disk
QRFT,equity_longonly,0.7973,0.8613,active,1,151197,"Exchange Traded Concepts, LLC",adv_data/brochures/151197/text.txt,on_disk
RFEU,equity_longonly,0.653,0.772,active,2,146221;107027,"RiverFront Investment Group, LLC | First Trust Advisors L.P.",adv_data/brochures/146221/text.txt;adv_data/brochures/107027/text.txt,on_disk
SMIG,equity_longonly,0.9693,0.9854,active,2,46727;106139,"Advisors Asset Management, Inc. | Bahl & Gaynor, Inc.",adv_data/brochures/46727/text.txt;adv_data/brochures/106139/text.txt,on_disk
SOLR,equity_longonly,0.9615,0.9754,active,2,124465;159042,"Guinness Atkinson Asset Management, Inc. | Penserra Capital Management, LLC",adv_data/brochures/159042/text.txt,on_disk
SURE,equity_longonly,0.5822,0.7715,active,3,6210;166732;149782,"Wilshire Associates Incorporated | DoubleLine Equity LP | AdvisorShares Investments, LLC",adv_data/brochures/6210/text.txt,on_disk
SYLD,equity_longonly,0.8672,0.9317,active,3,N/A;141600;164201,"Cambria Investment Management, L.P. | Cambria Investment Management, L.P. | Tidal Investments LLC",adv_data/brochures/141600/text.txt;adv_data/brochures/164201/text.txt,on_disk
TMFG,equity_longonly,0.9728,0.9858,active,1,149688,Motley Fool Asset Management,,bulk_needed
UMI,equity_longonly,0.9818,0.991,active,2,171962;105800,"USCF Advisers, LLC | MILLER HOWARD INVESTMENTS INC",adv_data/brochures/105800/text.txt,on_disk
UTES,equity_longonly,0.9576,0.9793,active,3,106982;168955;3140,"Virtus Investment Advisers, LLC | Virtus ETF Advisers LLC | W. H. Reaves & Co., Inc., d/b/a Reaves Asset Management",adv_data/brochures/106982/text.txt;adv_data/brochures/3140/text.txt,on_disk
VCLN,equity_longonly,0.9128,0.95,active,3,168955;107296;106982,"Virtus ETF Advisers LLC | Duff & Phelps Investment Management Co. | Virtus Investment Advisers, LLC",adv_data/brochures/107296/text.txt;adv_data/brochures/106982/text.txt,on_disk
VFMF,equity_longonly,0.8413,0.9181,active,1,105958,"The Vanguard Group, Inc.",,bulk_needed
VFQY,equity_longonly,0.8752,0.9351,active,1,105958,"The Vanguard Group, Inc.",,bulk_needed
VFVA,equity_longonly,0.9072,0.9501,active,1,105958,"The Vanguard Group, Inc.",,bulk_needed
VGFO,,0.7522,0.8726,active,0,,,,no_crd
VICE,equity_longonly,0.781,0.8826,active,1,149782,"AdvisorShares Investments, LLC",,bulk_needed
WINN,equity_longonly,0.9764,0.988,active,2,107959;113402,"Jennison Associates LLC | Harbor Capital Advisors, Inc.",adv_data/brochures/107959/text.txt,on_disk
WUGI,equity_longonly,0.9292,0.9642,active,3,171004;305714;304570,"Vident Investment Advisory, LLC | AXS Investments LLC | Esoterica Capital LLC",adv_data/brochures/171004/text.txt;adv_data/brochures/304570/text.txt,on_disk
ZIG,equity_longonly,0.7094,0.8503,active,3,161626;298309;164201,"CSat Investment Advisory, L.P. d/b/a Exponential ETFs | Acquirers Funds, LLC | TIDAL INVESTMENTS LLC",adv_data/brochures/298309/text.txt;adv_data/brochures/164201/text.txt,on_disk
AESR,allocation_fof,0.8969,0.947,active,2,284684;165211,"Regents Park Funds, LLC | Anfield Capital Management, LLC",adv_data/brochures/284684/text.txt;adv_data/brochures/165211/text.txt,on_disk
AFLG,equity_longonly,0.9484,0.9713,active,1,107027,First Trust Advisors L.P.,adv_data/brochures/107027/text.txt,on_disk
AFMC,equity_longonly,0.8904,0.9426,active,1,107027,First Trust Advisors L.P.,adv_data/brochures/107027/text.txt,on_disk
AFSM,equity_longonly,0.8612,0.9269,active,1,107027,First Trust Advisors L.P.,adv_data/brochures/107027/text.txt,on_disk
AIEQ,equity_longonly,0.4452,0.6037,active,1,268796,ETF Managers Group LLC,,bulk_needed
AVGE,allocation_fof,0.9908,0.9916,active,1,105778,"American Century Investment Management, Inc.",adv_data/brochures/105778/text.txt,on_disk
BBLU,equity_longonly,0.977,0.9863,active,2,111441;171412,"Bridgeway Capital Management, LLC | Empowered Funds, LLC d/b/a EA Advisers",adv_data/brochures/111441/text.txt;adv_data/brochures/171412/text.txt,on_disk
BFTR,equity_longonly,0.9029,0.9489,active,1,105247,BlackRock Fund Advisors,adv_data/brochures/105247/text.txt,on_disk
BRNY,equity_longonly,0.614,0.7934,active,2,171412;106945,"Empowered Funds, LLC d/b/a EA Advisers | Burney Co.",adv_data/brochures/171412/text.txt;adv_data/brochures/106945/text.txt,on_disk
CCOR,equity_options,0.9756,0.9869,active,2,141600;302011,Cambria Investment Management LP | Core Alternative Capital LLC,adv_data/brochures/141600/text.txt;adv_data/brochures/302011/text.txt,on_disk
CGDV,equity_longonly,0.9422,0.9712,active,1,110885,Capital Research and Management Company,adv_data/brochures/110885/text.txt,on_disk
CGGR,equity_longonly,0.9724,0.9856,active,1,110885,Capital Research and Management Company,adv_data/brochures/110885/text.txt,on_disk
CGUS,equity_longonly,0.9643,0.9817,active,1,110885,Capital Research and Management Company,adv_data/brochures/110885/text.txt,on_disk
DFNV,,0.7778,0.8872,active,0,,,,no_crd
DIVD,equity_longonly,0.955,0.9767,active,2,171412;121529,"Empowered Funds, LLC d/b/a EA Advisers | Altrius Capital Management Inc.",adv_data/brochures/171412/text.txt;adv_data/brochures/121529/text.txt,on_disk
DIVZ,equity_longonly,0.8668,0.9307,active,2,322755;306600,"Opal Capital LLC | TrueMark Investments, LLC ",adv_data/brochures/322755/text.txt,on_disk
DSCF,allocation_fof,0.9837,0.9917,active,2,164874;171412,"Orcam Financial Group, LLC d/b/a Discipline Funds | Empowered Funds, LLC d/b/a EA Advisers",adv_data/brochures/164874/text.txt;adv_data/brochures/171412/text.txt,on_disk
DSTL,equity_longonly,0.8307,0.9123,active,3,171004;297521;286622,"Vident Investment Advisory, LLC | DISTILLATE CAPITAL PARTNERS LLC  | Vident Asset Management",adv_data/brochures/171004/text.txt;adv_data/brochures/297521/text.txt;adv_data/brochures/286622/text.txt,on_disk
DSTX,equity_longonly,0.7788,0.8798,active,3,171004;297521;286622,"Vident Investment Advisory, LLC | DISTILLATE CAPITAL PARTNERS LLC  | Vident Asset Management",adv_data/brochures/171004/text.txt;adv_data/brochures/297521/text.txt;adv_data/brochures/286622/text.txt,on_disk
DWAT,allocation_fof,0.6826,0.8293,active,2,N/A;139652,"Arrow Investment Advisors, LLC | Arrow Investment Advisors, LLC",,bulk_needed
DWAW,allocation_fof,0.4957,0.7411,active,1,149782,"AdvisorShares Investments, LLC",,bulk_needed
DWCR,,0.6517,0.8189,active,0,,,,no_crd
DWFI,,0.6969,0.8406,active,0,,,,no_crd
DWUS,allocation_fof,0.7477,0.8639,active,1,149782,"AdvisorShares Investments, LLC",,bulk_needed
DYNF,equity_longonly,0.9006,0.9463,active,1,105247,BlackRock Fund Advisors,adv_data/brochures/105247/text.txt,on_disk
ECOZ,equity_longonly,0.9658,0.9816,active,2,289843;306600,Purview Investments LLC | TrueMark Investments LLC,,bulk_needed
FFSG,allocation_fof,0.9753,0.9876,active,1,153467,"FormulaFolios Investments, LLC",,bulk_needed
FFTG,allocation_fof,0.8108,0.8997,active,1,153467,"FormulaFolios Investments, LLC",,bulk_needed
FFTI,allocation_fof,0.8328,0.9136,active,1,153467,"FormulaFolios Investments, LLC",,bulk_needed
FISR,allocation_fof,0.9339,0.9627,active,1,111242,"SSGA Funds Management, Inc.",adv_data/brochures/111242/text.txt,on_disk
FWDB,,0.7464,0.8571,active,0,,,,no_crd
GAA,allocation_fof,0.9694,0.9844,active,3,N/A;141600;164201,"Cambria Investment Management, L.P. | Cambria Investment Management, L.P. | Tidal Investments LLC",adv_data/brochures/141600/text.txt;adv_data/brochures/164201/text.txt,on_disk
