geometry,channel,estimator,age,stratum,pairs,pair_dates,rmse_ratio_to_stream,ci_lo,ci_hi,share_pairs_below_1
risk,correlation,factor corr K10,63,<0.75,4285,109556,0.956964,0.919335,0.993905,0.648541
risk,correlation,"proxy factor corr, core 13",63,<0.75,4039,101845,0.956396,0.927331,0.984541,0.645209
risk,correlation,"proxy factor corr, extended 22",63,<0.75,3170,77360,0.968880,0.944081,0.993696,0.655521
risk,covariance,holdings cov,63,>0.95,15140,419234,0.994844,0.979183,1.009980,0.434346
risk,covariance,"holdings corr, stream vol",63,>0.95,15140,419234,0.983828,0.975066,0.991427,0.713937
risk,covariance,"blend, pair weight",63,>0.95,15140,419234,0.983858,0.975127,0.991405,0.714861
risk,correlation,holdings corr,63,>0.95,15140,419234,0.941057,0.897394,0.973335,0.608851
risk,correlation,blend corr,63,>0.95,15140,419234,0.939703,0.896262,0.972010,0.612880
risk,correlation,factor corr K5,63,>0.95,15140,419234,0.955764,0.913344,0.991477,0.565125
risk,correlation,factor corr K10,63,>0.95,14462,387432,0.938466,0.893737,0.974491,0.609736
risk,correlation,"proxy factor corr, core 13",63,>0.95,13963,362706,0.967584,0.921712,1.001846,0.569290
risk,correlation,"proxy factor corr, extended 22",63,>0.95,11655,283927,0.979374,0.934153,1.012049,0.541313
risk,covariance,holdings cov,108,0.75-0.85,5719,165641,0.999911,0.984620,1.018826,0.406714
risk,covariance,"holdings corr, stream vol",108,0.75-0.85,5719,165641,0.989527,0.980264,0.995303,0.638923
risk,covariance,"blend, pair weight",108,0.75-0.85,5719,165641,0.989310,0.980342,0.994975,0.648890
risk,correlation,holdings corr,108,0.75-0.85,5719,165641,0.976643,0.938942,1.010809,0.539080
risk,correlation,blend corr,108,0.75-0.85,5719,165641,0.958673,0.923387,0.988794,0.576674
risk,correlation,factor corr K5,108,0.75-0.85,5719,165641,0.937794,0.895415,0.979783,0.662703
risk,correlation,factor corr K10,108,0.75-0.85,5719,165641,0.922019,0.886395,0.954221,0.695052
risk,correlation,"proxy factor corr, core 13",108,0.75-0.85,5587,158811,0.940953,0.907848,0.970506,0.653302
risk,correlation,"proxy factor corr, extended 22",108,0.75-0.85,4763,129727,0.953309,0.923578,0.980304,0.640773
risk,covariance,holdings cov,108,0.85-0.95,18613,538291,0.998144,0.987486,1.008008,0.385698
risk,covariance,"holdings corr, stream vol",108,0.85-0.95,18613,538291,0.989599,0.983948,0.994529,0.649277
risk,covariance,"blend, pair weight",108,0.85-0.95,18613,538291,0.989270,0.983753,0.994185,0.655187
risk,correlation,holdings corr,108,0.85-0.95,18613,538291,0.975765,0.951124,0.998388,0.546177
risk,correlation,blend corr,108,0.85-0.95,18613,538291,0.967876,0.943485,0.990458,0.562188
risk,correlation,factor corr K5,108,0.85-0.95,18613,538291,0.939696,0.915086,0.962633,0.626283
risk,correlation,factor corr K10,108,0.85-0.95,18613,538291,0.927408,0.902956,0.950346,0.661581
risk,correlation,"proxy factor corr, core 13",108,0.85-0.95,18150,515560,0.959529,0.935853,0.981769,0.605344
risk,correlation,"proxy factor corr, extended 22",108,0.85-0.95,15512,418194,0.970541,0.950483,0.989400,0.597602
risk,covariance,holdings cov,108,<0.75,4241,107774,1.004673,0.974293,1.061116,0.320443
risk,covariance,"holdings corr, stream vol",108,<0.75,4241,107774,0.991191,0.973499,1.006794,0.557651
risk,covariance,"blend, pair weight",108,<0.75,4241,107774,0.988007,0.968636,0.995143,0.630983
risk,correlation,holdings corr,108,<0.75,4241,107774,1.051021,0.980777,1.130166,0.451544
risk,correlation,blend corr,108,<0.75,4241,107774,0.944133,0.907203,0.975773,0.590898
risk,correlation,factor corr K5,108,<0.75,4241,107774,0.971494,0.929333,1.012029,0.608111
risk,correlation,factor corr K10,108,<0.75,4241,107774,0.958903,0.921609,1.001147,0.644423
risk,correlation,"proxy factor corr, core 13",108,<0.75,4023,101570,0.956337,0.926898,0.987472,0.645290
risk,correlation,"proxy factor corr, extended 22",108,<0.75,3161,77186,0.968909,0.945726,0.997704,0.654540
risk,covariance,holdings cov,108,>0.95,14352,380706,1.000805,0.989865,1.010511,0.435897
risk,covariance,"holdings corr, stream vol",108,>0.95,14352,380706,0.989363,0.983739,0.993840,0.687709
risk,covariance,"blend, pair weight",108,>0.95,14352,380706,0.989384,0.983796,0.993837,0.688824
