geometry,channel,estimator,age,stratum,pairs,pair_dates,rmse_ratio_to_stream,ci_lo,ci_hi,share_pairs_below_1
neutral,covariance,holdings cov,63,0.85-0.95,19758,588527,0.991691,0.987053,0.996334,0.586902
neutral,covariance,"holdings corr, stream vol",63,0.85-0.95,19758,588527,0.990397,0.987407,0.993147,0.764905
neutral,covariance,"blend, pair weight",63,0.85-0.95,19758,588527,0.990394,0.987432,0.993123,0.772497
neutral,correlation,holdings corr,63,0.85-0.95,19758,588527,0.968700,0.953336,0.983686,0.639690
neutral,correlation,blend corr,63,0.85-0.95,19758,588527,0.965987,0.950757,0.980553,0.652394
neutral,correlation,factor corr K5,63,0.85-0.95,19752,588446,0.939527,0.920698,0.957316,0.683526
neutral,correlation,factor corr K10,63,0.85-0.95,18714,545493,0.932907,0.915178,0.948270,0.743401
neutral,correlation,"proxy factor corr, core 13",63,0.85-0.95,18150,515547,0.965405,0.948988,0.979765,0.693003
neutral,correlation,"proxy factor corr, extended 22",63,0.85-0.95,15512,418191,0.971470,0.955924,0.984243,0.689531
neutral,covariance,holdings cov,63,<0.75,4498,118880,0.998324,0.981747,1.032008,0.461538
neutral,covariance,"holdings corr, stream vol",63,<0.75,4498,118880,0.991934,0.983793,0.999816,0.569809
neutral,covariance,"blend, pair weight",63,<0.75,4498,118880,0.989121,0.980331,0.993242,0.679635
neutral,correlation,holdings corr,63,<0.75,4498,118880,1.062147,0.999380,1.148890,0.462428
neutral,correlation,blend corr,63,<0.75,4498,118880,0.978313,0.949013,1.010306,0.564918
neutral,correlation,factor corr K5,63,<0.75,4497,118868,0.952878,0.906778,1.002495,0.676673
neutral,correlation,factor corr K10,63,<0.75,4285,109556,0.951049,0.914881,0.993779,0.725088
neutral,correlation,"proxy factor corr, core 13",63,<0.75,4039,101845,0.949333,0.926001,0.976475,0.759842
neutral,correlation,"proxy factor corr, extended 22",63,<0.75,3170,77360,0.959642,0.937651,0.986466,0.744795
neutral,covariance,holdings cov,63,>0.95,15140,419234,0.990510,0.983228,0.997057,0.650396
neutral,covariance,"holdings corr, stream vol",63,>0.95,15140,419234,0.988567,0.983294,0.992427,0.807794
neutral,covariance,"blend, pair weight",63,>0.95,15140,419234,0.988621,0.983374,0.992450,0.809313
neutral,correlation,holdings corr,63,>0.95,15140,419234,0.954200,0.923815,0.975937,0.677345
neutral,correlation,blend corr,63,>0.95,15140,419234,0.953402,0.923210,0.974951,0.680647
neutral,correlation,factor corr K5,63,>0.95,15140,419234,0.961773,0.927153,0.994233,0.614729
neutral,correlation,factor corr K10,63,>0.95,14462,387432,0.928879,0.896308,0.955242,0.696792
neutral,correlation,"proxy factor corr, core 13",63,>0.95,13963,362706,0.955428,0.921146,0.980662,0.686099
neutral,correlation,"proxy factor corr, extended 22",63,>0.95,11655,283927,0.964407,0.929901,0.988948,0.664693
neutral,covariance,holdings cov,108,0.75-0.85,5719,165641,0.999580,0.989761,1.009208,0.511628
neutral,covariance,"holdings corr, stream vol",108,0.75-0.85,5719,165641,0.991494,0.984970,0.995681,0.716209
neutral,covariance,"blend, pair weight",108,0.75-0.85,5719,165641,0.991648,0.986048,0.995286,0.741213
neutral,correlation,holdings corr,108,0.75-0.85,5719,165641,1.002160,0.976444,1.026953,0.551670
neutral,correlation,blend corr,108,0.75-0.85,5719,165641,0.988006,0.965034,1.007260,0.598182
neutral,correlation,factor corr K5,108,0.75-0.85,5719,165641,0.947182,0.914629,0.976465,0.687008
neutral,correlation,factor corr K10,108,0.75-0.85,5719,165641,0.936697,0.912441,0.955664,0.767267
neutral,correlation,"proxy factor corr, core 13",108,0.75-0.85,5587,158811,0.956919,0.934698,0.973116,0.744944
neutral,correlation,"proxy factor corr, extended 22",108,0.75-0.85,4763,129727,0.962920,0.941830,0.977717,0.753517
neutral,covariance,holdings cov,108,0.85-0.95,18613,538291,0.995867,0.991158,1.000156,0.548112
neutral,covariance,"holdings corr, stream vol",108,0.85-0.95,18613,538291,0.992117,0.989756,0.994402,0.737388
neutral,covariance,"blend, pair weight",108,0.85-0.95,18613,538291,0.992068,0.989757,0.994124,0.748294
neutral,correlation,holdings corr,108,0.85-0.95,18613,538291,0.989043,0.973339,1.003168,0.568635
neutral,correlation,blend corr,108,0.85-0.95,18613,538291,0.984257,0.969327,0.997545,0.588460
neutral,correlation,factor corr K5,108,0.85-0.95,18613,538291,0.941204,0.922518,0.959620,0.675925
neutral,correlation,factor corr K10,108,0.85-0.95,18613,538291,0.933329,0.917407,0.948653,0.745124
neutral,correlation,"proxy factor corr, core 13",108,0.85-0.95,18150,515560,0.965405,0.949650,0.979696,0.693003
neutral,correlation,"proxy factor corr, extended 22",108,0.85-0.95,15512,418194,0.971470,0.957015,0.984485,0.689595
neutral,covariance,holdings cov,108,<0.75,4241,107774,1.005200,0.992350,1.033164,0.358170
neutral,covariance,"holdings corr, stream vol",108,<0.75,4241,107774,0.997813,0.990457,1.012478,0.500825
neutral,covariance,"blend, pair weight",108,<0.75,4241,107774,0.994105,0.988676,0.998612,0.606932
neutral,correlation,holdings corr,108,<0.75,4241,107774,1.074446,1.017202,1.146895,0.383636
neutral,correlation,blend corr,108,<0.75,4241,107774,0.987296,0.961352,1.012025,0.520868
neutral,correlation,factor corr K5,108,<0.75,4241,107774,0.955507,0.909010,1.009142,0.668946
