geometry,regression,channel,age,stratum,coef,se,t,nobs
neutral,proxy factor corr extended 22 vs stream,correlation,0,Q1 - Q4,0.000042,0.002834,0.014835,4046319
neutral,proxy factor corr extended 22 vs stream,correlation,21,Q1 - Q4,0.000089,0.002836,0.031275,4046319
neutral,proxy factor corr extended 22 vs stream,correlation,63,Q1 - Q4,0.000223,0.002922,0.076238,4046319
neutral,proxy factor corr extended 22 vs stream,correlation,108,Q1 - Q4,0.000219,0.002922,0.074910,4046319
neutral,"staleness cost, holdings cov vs fresh",covariance,21,Q1,-0.357248,0.286056,-1.248873,4085355
neutral,"staleness cost, holdings cov vs fresh",covariance,21,Q2,-0.268112,0.183282,-1.462840,4085355
neutral,"staleness cost, holdings cov vs fresh",covariance,21,Q3,-0.360212,0.263296,-1.368088,4085355
neutral,"staleness cost, holdings cov vs fresh",covariance,21,Q4,-0.442723,0.332128,-1.332987,4085355
neutral,"staleness cost, holdings cov vs fresh",covariance,63,Q1,-0.358639,0.317200,-1.130639,4085355
neutral,"staleness cost, holdings cov vs fresh",covariance,63,Q2,-0.377675,0.181164,-2.084712,4085355
neutral,"staleness cost, holdings cov vs fresh",covariance,63,Q3,-0.537212,0.331470,-1.620698,4085355
neutral,"staleness cost, holdings cov vs fresh",covariance,63,Q4,-0.584306,0.318567,-1.834168,4085355
neutral,"staleness cost, holdings cov vs fresh",covariance,108,Q1,0.006648,0.171021,0.038875,4085355
neutral,"staleness cost, holdings cov vs fresh",covariance,108,Q2,-0.196194,0.079579,-2.465413,4085355
neutral,"staleness cost, holdings cov vs fresh",covariance,108,Q3,-0.317109,0.135043,-2.348199,4085355
neutral,"staleness cost, holdings cov vs fresh",covariance,108,Q4,-0.379894,0.107270,-3.541481,4085355
neutral,"staleness cost, holdings cov vs fresh",covariance,21,Q1 - Q4,0.085474,0.199187,0.429116,4085355
neutral,"staleness cost, holdings cov vs fresh",covariance,63,Q1 - Q4,0.225667,0.224230,1.006406,4085355
neutral,"staleness cost, holdings cov vs fresh",covariance,108,Q1 - Q4,0.386542,0.162868,2.373343,4085355
neutral,"staleness cost, holdings corr vs fresh",correlation,21,Q1,0.008104,0.002288,3.542831,4085355
neutral,"staleness cost, holdings corr vs fresh",correlation,21,Q2,0.001275,0.000424,3.010704,4085355
neutral,"staleness cost, holdings corr vs fresh",correlation,21,Q3,0.000446,0.000260,1.712050,4085355
neutral,"staleness cost, holdings corr vs fresh",correlation,21,Q4,0.000362,0.000225,1.611328,4085355
neutral,"staleness cost, holdings corr vs fresh",correlation,63,Q1,0.013712,0.002949,4.649859,4085355
neutral,"staleness cost, holdings corr vs fresh",correlation,63,Q2,0.003431,0.000706,4.856536,4085355
neutral,"staleness cost, holdings corr vs fresh",correlation,63,Q3,0.001524,0.000352,4.324837,4085355
neutral,"staleness cost, holdings corr vs fresh",correlation,63,Q4,0.001100,0.000368,2.987330,4085355
neutral,"staleness cost, holdings corr vs fresh",correlation,108,Q1,0.015593,0.002673,5.833176,4085355
neutral,"staleness cost, holdings corr vs fresh",correlation,108,Q2,0.006232,0.000977,6.377782,4085355
neutral,"staleness cost, holdings corr vs fresh",correlation,108,Q3,0.003564,0.000661,5.391472,4085355
neutral,"staleness cost, holdings corr vs fresh",correlation,108,Q4,0.002691,0.000484,5.561667,4085355
neutral,"staleness cost, holdings corr vs fresh",correlation,21,Q1 - Q4,0.007742,0.002265,3.418038,4085355
neutral,"staleness cost, holdings corr vs fresh",correlation,63,Q1 - Q4,0.012612,0.002916,4.325246,4085355
neutral,"staleness cost, holdings corr vs fresh",correlation,108,Q1 - Q4,0.012902,0.002625,4.914984,4085355
neutral,"staleness cost, blend vs fresh",covariance,21,Q1,-0.010343,0.062533,-0.165408,4085355
neutral,"staleness cost, blend vs fresh",covariance,21,Q2,-0.000620,0.009695,-0.063997,4085355
neutral,"staleness cost, blend vs fresh",covariance,21,Q3,-0.021219,0.025105,-0.845217,4085355
neutral,"staleness cost, blend vs fresh",covariance,21,Q4,-0.017792,0.024224,-0.734475,4085355
neutral,"staleness cost, blend vs fresh",covariance,63,Q1,-0.018708,0.052854,-0.353967,4085355
neutral,"staleness cost, blend vs fresh",covariance,63,Q2,0.011716,0.018218,0.643119,4085355
neutral,"staleness cost, blend vs fresh",covariance,63,Q3,0.016069,0.008466,1.898032,4085355
neutral,"staleness cost, blend vs fresh",covariance,63,Q4,-0.012743,0.028901,-0.440899,4085355
neutral,"staleness cost, blend vs fresh",covariance,108,Q1,0.058784,0.043954,1.337412,4085355
neutral,"staleness cost, blend vs fresh",covariance,108,Q2,0.058060,0.021198,2.738943,4085355
neutral,"staleness cost, blend vs fresh",covariance,108,Q3,0.042443,0.014904,2.847745,4085355
neutral,"staleness cost, blend vs fresh",covariance,108,Q4,0.039383,0.009718,4.052420,4085355
neutral,"staleness cost, blend vs fresh",covariance,21,Q1 - Q4,0.007449,0.059917,0.124315,4085355
neutral,"staleness cost, blend vs fresh",covariance,63,Q1 - Q4,-0.005966,0.054795,-0.108877,4085355
neutral,"staleness cost, blend vs fresh",covariance,108,Q1 - Q4,0.019401,0.041649,0.465810,4085355
neutral,future book vs fresh (positive control),covariance,future,Q1,105280058002226135695360.000000,59086042146169270829056.000000,1.781809,1505085
neutral,future book vs fresh (positive control),covariance,future,Q2,-49483482225667571974144.000000,110929512209325588742144.000000,-0.446080,1505085
neutral,future book vs fresh (positive control),covariance,future,Q3,47666163451887595028480.000000,70342531282892440469504.000000,0.677629,1505085
neutral,future book vs fresh (positive control),covariance,future,Q4,536698306941868360859648.000000,511302403466892173901824.000000,1.049669,1505085
neutral,future book vs fresh (positive control),covariance,future,Q1 - Q4,-431418248939642191609856.000000,514049059992899581640704.000000,-0.839255,1505085
